Accession,TAA_coef,TAA_p,TGA_coef,TGA_p,TAG_coef,TAG_p,STD_GC3,Mean_GC3
FO203431,-0.06964305335535337,6.341873603239652e-09,0.05644369259453196,9.16655991057069e-18,-0.04643229220415564,2.4351888109355432e-11,6.756147744828053,94.0151766219541
CP001037,-0.008701617755005059,0.0470117551033751,-0.0022170342492068107,0.6919023009842304,0.012325254450496571,0.010984443017318423,6.456869651230078,35.61619194456315
AP012035,-0.037961020965654305,5.120097882124028e-08,0.022873064451965894,8.280931707950755e-05,0.0027169765870697247,0.7302491657764185,9.655039977479756,83.28976118847982
CP002287,-0.004900911632239226,0.47674595035923184,0.011979374249942274,0.034218573660598134,-0.011481974135165787,0.07263926793715725,6.2428476197622516,84.34808048740324
CP001700,-0.027397262185223745,0.0002314490951540418,0.0011183619641091246,0.8137345356499096,0.01088425366881427,0.03790510848183949,6.036111751771272,90.08791707535833
CP003390,-0.039252115161477946,8.44409918400056e-07,0.034838937240876666,8.0306489894515e-05,0.019507611203470908,0.050244611153417267,6.9307094512086165,41.4612634743485
CP001055,-0.03991853078614386,0.03641649038313112,0.02179814656994773,0.5583553519908577,0.04150981739605969,0.04837613831657372,4.928684185397467,37.743972464958155
CP001737,-0.04805684262838805,7.11650907363698e-07,0.03543239592122636,2.9117913407670717e-07,-0.020066244821563283,0.01384565640937466,6.236336894411267,90.52808637521419
CP009122,0.019351844646447534,0.009692745624112428,-0.013524330406572128,0.029396309989354483,-0.0004711355218658103,0.949739915148764,6.854085499847276,77.85235764542897
CP001614,-0.017464542304456706,0.00044518197463565035,0.0037182011599355695,0.5520210203161369,0.018333284321790506,0.0009002271657384999,8.047890103905846,54.15481109397857
AP014800,-0.05167123181936408,7.20697740215242e-11,0.03610339251068411,5.889246277663784e-09,-0.01207168312697853,0.10498011562327507,7.341706316718759,82.54107282063602
AP012057,-0.09098190206391334,2.360140263712164e-05,0.0253104776273142,0.05793772664269986,0.0026108524992513086,0.8705766213304966,4.646778861377579,85.35204110605893
CP001818,-0.0064428729112643,0.6068218199566398,-0.009081752642423462,0.3442502190259662,0.013366211686583132,0.1899040923753088,8.0675821520528,85.22008707204685
AP009389,-0.009932799636708697,0.019637646882809077,0.0034070737392967684,0.4946822042399095,0.010650599359091706,0.03869012641217309,11.386813515102839,62.32746523904198
CP000879,-0.01986443219094619,0.203673859915237,-0.0011718724193637011,0.9488521193197332,0.03528014929028226,0.07842810489092722,4.515753307836725,28.42072934536637
AP014565,0.01448642244295116,0.0002452916058647745,-0.011883793910917246,0.005852532891921713,-0.010363898871724217,0.07452724167678855,9.760574743868464,56.2161667506636
CP002339,-0.05326659322363349,1.9593632779565226e-12,0.028274342637354438,0.00905843508576852,0.04672688520690123,5.601722860897078e-09,5.396095892111843,40.02699928744971
CP007444,0.027729497801684974,8.993363229004249e-05,0.015194314274622825,0.006706656691203405,-0.057074450918982354,7.7011982182534595e-16,6.9226525717937255,80.37882826808611
CP010311,-0.012369616321888911,0.04780738690972219,0.004343764165939686,0.45309373219356186,0.011249256194356657,0.1533890608019768,8.398827293070411,67.45060212285289
CP007139,0.014176600191245907,0.027691383115551846,-0.06309299539272986,1.2614790301752586e-20,0.03828461766153727,1.1920198743934276e-09,6.203292066675306,74.7031062151299
HE717023,-0.028403686633869562,5.652555506603602e-06,0.01946877332207755,0.015092257459958852,0.025911974073548713,0.0008122082912188572,6.700609265338951,38.77701772076314
CP003147,-0.014651957850889448,0.002071742097819271,0.009649581637443175,0.06933465631769105,0.01119295354222186,0.06468346629411087,7.475031253745002,56.942384643102265
AP012029,-0.00793674294447697,0.087266601225361,0.013772694428859665,0.008462937774244037,-0.0051139483688994024,0.3929467294979774,12.09145511531836,61.15179558045226
CP006587,-0.025285140401607117,4.43874302583971e-10,-0.0014617793098246686,0.7860759110536626,0.026917870568942657,2.399971071199966e-10,8.52138908024707,81.1675094102224
CP001108,-0.021566759865133168,0.005172703965622331,0.010094436410899597,0.16956511718721035,0.01738570238294108,0.08544822688293749,7.541738159877546,54.21922235352349
CP002690,0.022276600170421594,0.17278374473640523,-0.048531197378459574,0.06304823722138626,-0.0033326340818888487,0.8536379553068106,5.191631077933263,27.102587470096616
CP000555,-0.040823775050996276,0.000251346986002048,0.04789868604071837,2.0430348173932537e-10,-0.040999149690281025,7.252347889191461e-07,7.246607712498621,88.63460991790926
AP012554,-0.03699657635335407,0.16801175161115056,-0.0314241035985593,0.3778149944975392,0.0857321190071398,0.009002094806255535,3.2743734820475234,20.772262124659925
CP009416,-0.04859045122336172,6.869935871116194e-13,0.030722274131499926,6.0555522125301686e-05,0.048560402328949905,1.2195698580594405e-07,6.941457781671288,39.835305485330814
CP003787,-0.03471680772589971,0.00017153166444350715,0.013847193196779808,0.4436340442059975,0.035126086174044883,0.00030535493436166354,6.671978171775321,29.241376921540763
CP002084,-0.020964708365664154,0.0019099573997924909,0.01898192138658496,0.004860911877965644,0.00202987957720171,0.7999444338335524,11.0497033059757,64.91777014677798
CP000414,-0.03904604232767766,0.007230268938876383,0.020814647886856844,0.24826063945771537,0.04343639135601669,0.018408063535640874,4.50448985013945,30.334678603723095
CP003943,-0.018828128650555193,2.1599604559570758e-05,-0.001383187583727156,0.7972300141477482,0.024482498017974766,7.276433988142962e-07,6.665340127024002,36.69512888611017
CP009257,-0.04822294862215731,2.6346220847701875e-08,0.05625331822459724,1.1968182849946631e-06,0.029837258884806588,0.00450393741020389,5.608199358655458,30.165455935459196
CP006644,-0.03164104739995713,5.339978274962637e-06,0.02534619588125708,6.8796052979863514e-06,-0.00884069540351675,0.21735022318102526,6.778533864736646,83.06841656039045
CP002158,0.015428608522915875,0.0004449567156480749,-0.04198737583213798,1.5066099374098025e-10,0.0029292777831303176,0.5419695077821417,11.435657597308811,56.06008464883761
CP001804,-0.02831263186376351,3.42247028047622e-05,0.01432070215094342,0.0023903036730713104,-0.0030125238149622613,0.572305616902357,7.0223374840838835,88.42769421187738
CP007053,-0.021817158094315888,5.763094041658962e-08,0.01728643068114984,1.9872911078985262e-06,5.363068813615372e-05,0.9917610479325971,8.866090025771786,78.31911082486572
CP003532,-0.009989372355202024,0.3703057830490982,0.0033032906071441743,0.7485207451196618,0.006151568133514965,0.5796379268837433,5.908646921146263,48.710504555913616
CP003778,-0.011186425481960504,0.028481958499803357,0.020916441806408115,2.4647834863206665e-06,-0.020283012802771894,0.00016788875467617568,8.235248924074718,78.94409351301051
CP011144,-0.02566992244346386,0.04258223822938659,0.028146087483814215,0.0005974136444330576,-0.021991191510090786,0.011047361837604016,5.715515255360015,91.84475424014084
CP002347,-0.025210302615744182,0.10075697779353758,-0.009361971716815302,0.6470913213102958,0.03852226643691895,0.026669191684528273,5.504074163069377,31.627777056359204
HF951689,-0.003586415511983711,0.7008190678261692,-0.028153043651935397,0.015770334884166477,0.02122477175383312,0.022243029307075484,5.775162823552427,59.38351085412368
CP007031,-0.09050658014413909,3.6211593527734166e-11,0.04240434571839903,4.262428550336954e-05,0.009571834424006411,0.49064028154654105,5.654457610912242,86.26659082790044
CP007519,0.008922448473517669,0.25220391394782204,-0.019600984114753004,0.019964013150575766,0.007020325225153591,0.35852180042341364,8.90301810883299,69.89440668925087
CP001851,0.007534186424935899,0.32812372172167126,0.00011449610468515452,0.9870814867653467,-0.010740908110763565,0.22843542968015385,7.526874439665103,65.42315991203363
CP000830,-0.03192140676102692,0.0002283498959795935,0.030685705325103046,2.561606539221212e-05,-0.01631087203836179,0.08188092259009523,6.958976197558134,83.77073528789398
CP002623,0.0038511764281952995,0.5583719958256189,0.011051888435391975,0.07727866237268526,-0.023654183725977773,0.0026472243166623067,6.907684021011923,63.89680935066454
CP003642,-0.008006464772158649,0.05366265272506847,-0.013847381064180738,0.007039835575737796,0.02151613509631033,5.0955082361736e-06,7.261846843731629,37.75387926637321
CP001098,-0.02066248956453883,0.015050487953162581,0.0026624740536740597,0.8249054390734547,0.02692596087452298,0.0076653401922644575,7.014721096244318,33.7864092879681
CP000284,-0.035160454380492596,1.6674660806559422e-09,0.028615446550787883,2.9631177373768428e-06,0.01081474241771001,0.10750593634915538,9.578932740110455,64.9989628061006
BA000022,-0.009401539593970533,0.07444274735753433,-0.0224660565561787,0.00044043504567786815,0.026127681960984254,3.9293177734056074e-06,7.99595712502032,49.88229857491956
CP000390,-0.0010926612339205893,0.8933203780602347,-0.003829254950531848,0.5704272641676675,0.005867761620257467,0.44348639481252716,6.419317216836637,72.55384668026394
HG938353,-0.01405919972042508,0.05341286918169652,0.016109534763908303,0.014134606996067613,-0.008503054556754312,0.32238473933377176,6.258171528991103,77.01995813690466
CP003620,-0.02299815907454985,4.7079670851253015e-05,-0.003281521900623863,0.6746149693723157,0.03118404803037964,7.609528252159196e-07,6.107284422027562,32.210998517562246
CP001798,-0.03269747284356431,5.070727838153407e-10,0.033443061040253234,3.3985437606332124e-08,0.008676058082955953,0.1250669739949327,8.704246092981315,53.49885038508845
AP011121,-0.03135374314468062,1.2235440827832477e-07,0.04547810485532562,3.081973768692755e-12,-0.021517093663058328,0.019588830699593832,9.36040142313645,53.06410333113366
CP003549,-0.019326124382829813,0.00011366501241246433,-0.002506735592690958,0.695056891280255,0.027143140797229647,1.845766393225131e-06,5.381964652068019,29.567050769976333
CP002528,-0.056892326817239755,2.1505726096912735e-07,0.09699282041310914,3.5144288560390684e-06,0.03598680900645346,0.001610301715670918,4.844733962556385,29.071386622390655
CP007028,0.004983050093896796,0.7535479159762315,-0.005749012183199583,0.7346583385888346,5.3137203564019336e-05,0.9981035315090785,8.072559002801722,48.497797182651155
CP002991,0.006253002693049226,0.6079972638496548,-0.027007374120940543,0.09373098018224214,0.015545580830583203,0.2977862037503687,5.029309004556466,26.15383608957847
CP001848,0.0036216034606543447,0.5110649488755894,-0.05508842189315711,3.5639484155716326e-13,0.02391977602484585,1.4214349014014048e-05,6.202691409903085,65.29585579278047
CP001673,-0.02452516630206005,0.0017736510370573893,0.014937744277798237,0.16536134965463856,0.025577974372291905,0.008995520972903856,7.912166285373485,45.3037480436339
CP002959,-0.01699294900563247,0.004047712299528451,0.009188950881259022,0.13672005834345596,0.010350574522498702,0.12033380148319314,8.327084252290899,60.163980808748015
AP013066,-0.012886096495319237,0.023422797346568092,0.010617832052287,0.07243560553344561,0.004064284446092398,0.5471171745854877,9.185452373438906,65.4943651615164
CP003495,-0.0610125553734988,3.971030258896138e-18,0.04331306493179217,3.3788265375288663e-15,-0.015645422085920572,0.026084952345984836,11.521104457996328,84.47333481466303
CP001032,0.0053840105195214144,0.5517854026049562,-0.010222797288036175,0.1170034149871543,0.008805900145106325,0.2178666233976928,5.422355382124532,81.96725311595571
CU207366,-0.030151171001674536,0.0010060179184020154,0.015380805384279167,0.3008329574819417,0.029882795487892928,0.0030670117021941905,5.44705970622602,31.061871862117037
AP012052,0.007703202934593586,0.6497515669046855,0.039235399094280754,0.00013474973734901903,-0.061883479890739806,1.8096597340390937e-07,5.336143948637049,89.51635710263982
CP003281,-0.04364041020915497,2.7374256777132052e-11,0.032561523423081024,1.378408504210841e-05,0.03150711080155313,6.88809017926077e-05,6.941141698252315,32.51831983751468
CP003879,-0.03805909830776739,1.1115488570500804e-05,0.01834056346095363,0.15155633015303474,0.03913736470573349,7.269104733109083e-05,5.675231480344873,28.446571483775724
CP006866,-0.009386349075623333,0.13679509281477664,0.011534937783116685,0.07341652792950905,-0.013216332939066246,0.446194083091632,7.546033298022521,48.29798861768185
CP000031,-0.02336609005339909,0.010096532745519849,0.038514566179210556,5.821320152686428e-07,-0.03515985158433815,0.00010114575411936452,6.2022302700654715,80.1270961100607
HG322949,0.0004968247817746471,0.8716494991810348,0.0015163426313569844,0.6306851857630484,-0.004359630846720235,0.3359804408464174,11.647651486444815,74.55213107975534
CP008803,-0.02602135174221635,6.97779430627057e-08,0.008995217527644199,0.03755433668302846,0.014413980443414435,0.005020721679858325,10.875475023551369,72.60709791253814
CP001801,-0.02735718902961102,0.00017314607831960186,0.02212012616814637,0.003001144003938673,0.013960502464082732,0.2056787571801768,8.009012540522447,60.74048886897877
CP002049,-0.029647937975618793,0.00021493677056040885,-0.015382506976223908,0.06675123561794173,0.03951048667256355,2.1229278762859837e-06,6.4377318565493535,86.71605517656741
CP003255,-0.01998631856563112,5.3182869158481766e-05,0.013703533328876902,0.0041333666386245424,0.01199376179536115,0.13370227818981004,8.86324812549015,78.05709970281227
CP007142,-0.020016990854655317,1.1812852518135125e-06,0.02749461531018388,2.0976747625879664e-10,-0.009609525496745102,0.07590354704695292,8.359262363167128,48.15526029451654
CP001854,-0.02674919348104459,0.23540869147744292,-0.014264975965406858,0.16162741722194363,0.020340635563182972,0.05665051893295415,4.520205707425541,93.05532592264039
FP929045,-0.0003516933601298026,0.9075123259819196,0.00866703985819141,0.005135247520994652,-0.03351687896657128,9.350446575402925e-09,15.443248769861075,72.34881549886968
AM889285,-0.021731552330347684,2.0808058160097314e-05,0.016978343828793648,0.0001069230730434144,-0.0032828527693027454,0.5510813849154632,11.008866726208982,80.10574032457198
CP007034,-0.0001363054576346519,0.973349216552673,0.00592948939342116,0.19682730971049345,-0.008567485504909066,0.11439875546577681,13.318017262578868,64.75028916828381
CP001940,0.012005790058355278,0.07910921832480276,-0.009506445174701181,0.17637690116507576,-0.005194365511684471,0.5398068790063172,7.881799930494512,74.03259287188591
CP002417,-0.014738783319451115,0.03570905021165251,0.017229150039462467,0.0017014083564103942,-0.012706530519853305,0.052088564708748224,7.330294896905659,85.94770471324617
CP002899,0.021322281456150397,0.23705347082782047,-0.08199886234858927,0.015382020344827111,0.003967539435467524,0.8417113489613295,5.015230339640081,26.591811412139425
CP000232,-0.0042592495430366015,0.3853023908989971,-0.010657003772366568,0.06316900381430543,0.015055124669842842,0.008057945423287721,10.763351202889933,64.4300263791898
CP000473,0.012915941697676448,0.013330180353114276,-0.038210676586908854,3.3570015055407854e-14,0.02537215304888811,5.776487256981436e-07,6.8538096044629535,75.5203047055644
CP009159,-0.04275873481661167,3.64491099266865e-05,0.00447423702420742,0.8458483086838763,0.04800557342854253,1.515096954916134e-05,6.306279792298848,34.32789120669103
CP000267,-0.013979886818312009,0.022429827634636103,0.008581383744888895,0.1147403434029269,0.0034491694852520965,0.6110810096103554,7.878178970493942,72.1806538037545
CP003389,-0.01193247022149943,0.19751367991831315,-0.03111947600611708,8.052196091923701e-08,0.041268358638182866,2.6514311182848205e-10,6.296244090728439,91.25518636410078
AP014583,-0.018557097840432028,0.18003509202329582,0.030429624016985523,0.17654478088918812,0.009416300978302495,0.5468465492433323,3.763139810062268,21.63014009611933
AP012204,-0.032132567951230144,0.009105509371843942,0.010336817847598703,0.1326956921012634,-0.0012440289389136433,0.8688971164963646,6.103934539963463,83.09199829566546
CP001312,-0.04070047180642942,0.00013537215428957613,0.059299118202644385,5.249962019083197e-09,-0.05480731480083098,6.788315739394423e-06,5.395206523799525,83.30484411645284
CP000411,0.0016523211729015895,0.8944664596187356,-0.0007763585422625181,0.9565199014667221,-0.001869810276294606,0.9101025282106481,5.412600301136182,33.76575792724593
CP003946,0.020470815775832894,0.0009446415902233896,-0.06779897232719523,3.7493235977502366e-13,0.00942336820568595,0.1609815618899464,6.109593844793146,40.81507020742504
AP012551,-0.01689868141587528,2.0553613640664403e-05,0.0009784290367991092,0.8141140181685925,0.029754291987690622,3.2259839099149127e-07,9.904373195963352,67.52982095853847
CP002901,0.006650475424096429,0.3297706879400123,-0.011995546843751774,0.12302950751671682,0.0033341915594299635,0.6752806714262436,7.014307170439121,62.72375357586465
CP001708,-0.037045854798785055,0.0008475010522545953,0.0016864392081915292,0.9372656810686383,0.041724506155625125,0.00043636160795582025,7.245363055085692,31.09588333564558
CP000769,-0.05379288592612668,9.185094377033049e-05,-0.03988836278441254,6.628744347559525e-06,0.059957768321415215,2.897506435005829e-09,5.5362575556797955,94.2278485228176
CP000628,0.001905389831505377,0.7824576167057812,0.0065600382665519175,0.29457870557828947,-0.01254917301240397,0.10176713164603082,6.949362846086605,74.55662718888377
CP009460,-0.014677734316758886,0.000214981776256935,0.016656282790155737,5.93896653825658e-05,-0.0025008097790549634,0.6973276213288051,9.94351915514158,68.1060596725256
CP004349,-0.031173521227841047,0.1175349059846705,0.13408038957213797,0.009008922502539832,0.014195996907261426,0.49643725877844447,3.5858965858889658,19.1468653797571
CP009302,-0.024532192824852552,0.007183804616900194,-0.03269568658177453,0.0010974759351038397,0.045567991538527704,1.3808994029921017e-06,7.8882404752673,83.46064552781228
CP001999,-0.07736354260360809,4.3331751079793726e-05,0.027037419221975303,0.38145425640795216,0.08475023786610615,4.2073453796524286e-05,3.856667022053967,15.361574964566428
CP001275,0.0035231001451394395,0.8543732643692157,-0.010956732769631392,0.39013541011640196,0.013337172217561054,0.3796392145964591,6.5674698406069885,72.97622450687757
CP001966,0.02202425944029682,0.1359707349041618,-0.004945631945575156,0.5843087673557166,-0.004755443481539735,0.6282003542915158,5.7655651628424724,85.6690606309135
CP002353,0.007766214193187963,0.36804957618694256,0.005647624903136557,0.4730119295753412,-0.040440193133835886,0.0032312630580352466,5.185107424551814,73.57406616840473
CP002364,-0.02242541441106639,1.7625432980604694e-07,0.018662127549143488,8.435054658430693e-06,0.00401231064119845,0.5015459932532786,11.480286124627492,71.98368162491818
CP003178,-0.018953406138788466,1.015887681086169e-05,-0.005446901343334299,0.3373707851969767,0.029342893936318778,6.35792471414033e-09,7.017044622187028,48.26451005535842
CP000930,-0.0016277219477603255,0.6920524884530073,-0.008869038428477378,0.03528639854504641,0.014435974363663204,0.004614491920245453,11.297799279999468,68.2334522885719
CP001681,-0.016967610608795168,0.021211851520784673,0.03157178384126986,0.0033153516225403997,0.0024918938853184017,0.7706568208839215,6.826493977405932,41.33503551752636
FP929054,-0.024343084366605615,1.4071269898264917e-05,0.02356473957219554,0.00016359245578374162,0.010622925969234557,0.16060565241746172,8.383057523046018,40.67013820440938
CP002512,-0.028141817084000764,4.313216145075645e-05,0.0001679006388010732,0.989580646311484,0.032326525052105266,1.3158032403753798e-05,9.532893861361309,41.02890823013331
CP011132,0.008147077314452477,0.061632982832130166,-0.005263996799014657,0.2627146712107197,-0.009182759147890941,0.17894584774101707,8.87331605010359,60.29777466286599
CP002453,-0.04649841108487471,3.5915335917197313e-06,0.08665883719152577,5.397154616009698e-07,0.02416858842723577,0.025998307092283863,4.64713562830855,24.84011320105591
CP006650,-0.01861436521659652,0.02256942801030078,0.007829604377652774,0.2998250961796224,0.017049968628176523,0.14975762696699432,6.528526766322758,76.52009814372217
CP003350,-0.003093642396457046,0.7908841624343608,0.025364904095142984,0.006729150807717946,-0.05248613304262261,5.272269941213915e-05,5.985281591717136,76.58244385578604
AP014633,-0.026658572024156873,2.838232202764743e-05,0.019303642952285295,0.012045115921140638,0.019599112734359065,0.007801443948288705,6.260659024077402,34.72579659348263
CP002547,-0.007953845877922371,0.09320130549860133,0.014865963502284835,0.005562170389644406,-0.005683763213093267,0.3388550893131489,10.082978197616987,48.8333705296107
CP001810,-0.01876051637022607,0.029405558742839878,0.017518235556409467,0.048490443468253895,0.00832514903071868,0.609810791453242,5.6387757669101815,37.80781476347963
CP003273,-0.012669899530732035,0.00101284809958406,0.010474202546574425,0.04131838740403676,0.009086702234710838,0.04197217455724846,10.07674097419305,47.31703275138416
CP006773,-0.0013410173577294764,0.8284916258054467,0.007013380134803731,0.2085535114603283,-0.011499024697466468,0.13453222648974758,7.354568186291069,75.58540193112964
CP002198,-0.006024576449036638,0.2734906678595861,-0.002649288374332429,0.7344282481236009,0.009923194833163944,0.12093154805539677,6.214799149011929,33.80987731502112
AP012157,-0.0308189922684952,2.5179607069864332e-05,0.004891141247790257,0.6408624695900372,0.041165456359156236,2.9883813787813892e-06,6.140142124069866,32.68874104181476
CP000103,-0.007031395963395819,0.352221248258227,0.007454013365775359,0.29687409782453655,-0.0015698513926455746,0.8468814500176449,6.590161876977197,60.380974303026655
CP002593,-0.07865265585705303,1.2722184337064142e-05,0.04985171576240344,3.2073679943769854e-07,-0.03774862350311782,0.0003647607385860308,4.4226486876457045,93.37387677740804
CP001100,-0.016201892985267446,0.005408892832833835,0.02922193864191313,7.189732494380673e-05,-0.004111626108123882,0.5700003808229664,8.328377482207271,47.724499618566256
AP014685,-0.005011571205480825,0.15352435526004757,-0.01426085980733447,5.099087947032218e-07,0.022382811504893897,1.056706305219453e-11,9.010012882382998,80.26396127928658
CP000449,-0.0509132586613081,6.516476523230633e-06,-0.00023862920005255847,0.9777114781863436,0.032489137143624336,0.0007801435470682873,6.039420010944619,75.51057480348203
CP003590,-0.016755276305516906,0.0005988044443005655,0.001498649292887433,0.8067082441725062,0.019667569688668028,0.0003309192723089872,7.369139226671864,43.04015274902956
FP929048,-0.04762063999340824,2.0622807670606763e-05,-0.011669777242869224,0.45774466760530486,0.07464383478518942,1.312266317165092e-08,5.056636467637218,18.804759394940334
CP003558,-0.006535320802929056,0.2793777151619019,-0.02133966337709433,0.005745566602072498,0.022631090054896174,0.000811601299528883,7.346002535777144,48.477404491395994
